Cliente;Entidad;Destino;Cuenta;Fecha;Artículo;Descripción;Inicio;Cantidad;Nueva;Costo;Anterior2;Cantidad3;Nueva4;Usuario;Cantidad Final;Precio;Mes ;Año
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;21/07/2017;450801827;MECHA EZETA COLA CONICA 33.50 MM;17;-2;15; 4,02 ; 68,34 ;-8,04 ; 60,30 ;INTFZ;2; 9,33 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;05/07/2017;450802550;TENDEDERO RTO-BASE CEMENTO;14;-1;13; 37,34 ; 522,76 ;-37,34 ; 485,42 ;INTFZ;1; 43,31 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;13/07/2017;450800823;TENDEDERO PIE PLEG 8 V ALAMB SIMPLE;16;-8;8; 4,12 ; 65,92 ;-32,96 ; 32,96 ;INTFZ;8; 38,23 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;05/07/2017;450814579;MECHA EZETA COLA CONICA 34.75 MM;22;-1;21; 53,33 ; 1.173,26 ;-53,33 ; 1.119,93 ;INTFZ;1; 61,86 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;05/07/2017;450813315;TENDEDERO ABANICO LATERAL;85;-1;84; 141,80 ; 12.053,00 ;-141,80 ; 11.911,20 ;INTFZ;1; 164,49 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;21/07/2017;450804850;MECHA EZETA COLA CONICA 30.75 MM;32;-1;31; 27,95 ; 894,40 ;-27,95 ; 866,45 ;INTFZ;1; 32,42 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;13/07/2017;450812188;MECHA EZETA COLA CONICA 32.50 MM;36;-2;34; 17,08 ; 614,88 ;-34,16 ; 580,72 ;INTFZ;2; 39,63 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;24/07/2017;450812188;MECHA EZETA COLA CONICA 32.50 MM;28;-1;27; 17,08 ; 478,24 ;-17,08 ; 461,16 ;INTFZ;1; 19,81 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;07/07/2017;450819592;MECHA EZETA COLA CONICA 25.25 MM;177;-1;176; 40,95 ; 7.248,15 ;-40,95 ; 7.207,20 ;INTFZ;1; 47,50 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;20/07/2017;450819592;MECHA EZETA COLA CONICA 25.25 MM;150;-1;149; 40,95 ; 6.142,50 ;-40,95 ; 6.101,55 ;INTFZ;1; 47,50 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;21/07/2017;450819592;MECHA EZETA COLA CONICA 25.25 MM;144;-1;143; 40,95 ; 5.896,80 ;-40,95 ; 5.855,85 ;INTFZ;1; 47,50 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;19/07/2017;450812412;CORREA SECCION A N.49;47;-1;46; 35,73 ; 1.679,31 ;-35,73 ; 1.643,58 ;INTFZ;1; 41,45 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;05/07/2017;450811787;MECHA EZETA COLA CONICA 36.50 MM;35;-1;34; 36,13 ; 1.264,55 ;-36,13 ; 1.228,42 ;INTFZ;1; 41,91 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;13/07/2017;424581729;MECHA EZETA COLA CONICA 37.00 MM;43;-2;41; 9,83 ; 422,69 ;-19,66 ; 403,03 ;INTFZ;2; 22,81 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;14/07/2017;450811240;RIEL DOBLE BLANCO 3.00 MT;57;-3;54; 12,34 ; 703,38 ;-37,02 ; 666,36 ;INTFZ;3; 42,94 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;05/07/2017;450810550;MALLA Q216 3x1.20 MT  25x25 x2.6 MM;35;-1;34; 28,10 ; 983,50 ;-28,10 ; 955,40 ;INTFZ;1; 32,60 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;07/07/2017;450810550;MALLA Q216 3x1.20 MT  25x25 x2.6 MM;33;-1;32; 28,10 ; 927,30 ;-28,10 ; 899,20 ;INTFZ;1; 32,60 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;05/07/2017;450813070;RIEL DOBLE BLANCO 1.50 MT;28;-1;27; 18,46 ; 516,88 ;-18,46 ; 498,42 ;INTFZ;1; 21,41 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;14/07/2017;450814068;MECHA EZETA COLA CONICA 36.25 MM;70;-1;69; 27,29 ; 1.910,30 ;-27,29 ; 1.883,01 ;INTFZ;1; 31,66 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;05/07/2017;450819437;ABRAZ A/INOXIDABLE 5508 13 - 19 MM;260;-1;259; 21,28 ; 5.532,80 ;-21,28 ; 5.511,52 ;INTFZ;1; 24,68 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;17/07/2017;450819437;ABRAZ A/INOXIDABLE 5508 13 - 19 MM;224;-1;223; 21,28 ; 4.766,72 ;-21,28 ; 4.745,44 ;INTFZ;1; 24,68 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;14/07/2017;450813647;MECHA EZETA COLA CONICA 39.50 MM;65;-1;64; 28,10 ; 1.826,50 ;-28,10 ; 1.798,40 ;INTFZ;1; 32,60 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;17/07/2017;450813647;MECHA EZETA COLA CONICA 39.50 MM;60;-2;58; 28,10 ; 1.686,00 ;-56,20 ; 1.629,80 ;INTFZ;2; 65,19 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;20/07/2017;450813647;MECHA EZETA COLA CONICA 39.50 MM;50;-1;49; 28,10 ; 1.405,00 ;-28,10 ; 1.376,90 ;INTFZ;1; 32,60 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;14/07/2017;450804263;MALLA ACERO 5x2 MT 150x150x4 MM;32;-1;31; 15,16 ; 485,12 ;-15,16 ; 469,96 ;INTFZ;1; 17,59 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;14/07/2017;450811671;MENSULA DOBLE NEGRA  270 MM;105;-1;104; 30,23 ; 3.174,15 ;-30,23 ; 3.143,92 ;INTFZ;1; 35,07 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;05/07/2017;450806076;MENSULA DOBLE NEGRA  170 MM;184;-28;156; 68,39 ; 12.583,76 ;-1.914,92 ; 10.668,84 ;INTFZ;28; 2.221,31 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;06/07/2017;450806076;MENSULA DOBLE NEGRA  170 MM;150;28;178; 68,39 ; 10.258,50 ; 1.914,92 ; 12.173,42 ;INTFZ;-28; 2.221,31 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;04/07/2017;450813071;MECHA EZETA COLA CONICA 39.75 MM;179;-1;178; 29,70 ; 5.316,30 ;-29,70 ; 5.286,60 ;INTFZ;1; 34,45 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;14/07/2017;450813071;MECHA EZETA COLA CONICA 39.75 MM;149;-1;148; 29,70 ; 4.425,30 ;-29,70 ; 4.395,60 ;INTFZ;1; 34,45 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;17/07/2017;450813071;MECHA EZETA COLA CONICA 39.75 MM;131;-2;129; 29,70 ; 3.890,70 ;-59,40 ; 3.831,30 ;INTFZ;2; 68,90 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;20/07/2017;450813071;MECHA EZETA COLA CONICA 39.75 MM;113;-1;112; 29,70 ; 3.356,10 ;-29,70 ; 3.326,40 ;INTFZ;1; 34,45 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;05/07/2017;450805639;MECHA EZETA COLA CONICA 41.25 MM;177;-28;149; 69,44 ; 12.290,88 ;-1.944,32 ; 10.346,56 ;INTFZ;28; 2.255,41 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;14/07/2017;450813665;MECHA EZETA COLA CONICA 40.75 MM;59;-1;58; 15,26 ; 900,34 ;-15,26 ; 885,08 ;INTFZ;1; 17,70 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;17/07/2017;450813665;MECHA EZETA COLA CONICA 40.75 MM;42;-2;40; 15,26 ; 640,92 ;-30,52 ; 610,40 ;INTFZ;2; 35,40 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;20/07/2017;450813665;MECHA EZETA COLA CONICA 40.75 MM;25;-1;24; 15,26 ; 381,50 ;-15,26 ; 366,24 ;INTFZ;1; 17,70 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;20/07/2017;450813635;MECHA EZETA COLA CONICA 41.00 MM;154;-1;153; 35,19 ; 5.419,26 ;-35,19 ; 5.384,07 ;INTFZ;1; 40,82 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;24/07/2017;450813635;MECHA EZETA COLA CONICA 41.00 MM;123;-1;122; 35,19 ; 4.328,37 ;-35,19 ; 4.293,18 ;INTFZ;1; 40,82 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;17/07/2017;450812670;MECHA EZETA COLA CONICA 42.00 MM;61;-2;59; 44,09 ; 2.689,49 ;-88,18 ; 2.601,31 ;INTFZ;2; 102,29 ;julio;2017
Casa Díaz;10219;Ferreteria del Norte;50002009;19/08/2017;450905532;CADENA P/PERRO N.11 LARGO 1.40 MT;3009;-100;2909; 1,87 ; 5.626,83 ;-187,00 ; 5.439,83 ;INTFZ;100; 216,92 ;agosto;2017
Casa Díaz;10219;Ferreteria del Norte;50002009;29/08/2017;424599732;ARCO SIERRA CARNICERO C/HOJA 520 MM;7;-1;6; 1.014,30 ; 7.100,10 ;-1.014,30 ; 6.085,80 ;INTFZ;1; 1.176,59 ;agosto;2017
Casa Díaz;10219;Ferreteria del Norte;50002001;19/08/2017;450821758;GRAMPA P/CORREA N.15;59;-1;58; 64,17 ; 3.786,03 ;-64,17 ; 3.721,86 ;INTFZ;1; 74,44 ;agosto;2017
Casa Díaz;10219;Ferreteria del Norte;50002005;28/08/2017;424572303;CUCHARA ROBLE P/ALBAÃ‘IL N. 9;30;-3;27; 4.934,66 ; 148.039,80 ;-14.803,98 ; 133.235,82 ;INTFZ;3; 17.172,62 ;agosto;2017
Casa Díaz;10219;Ferreteria del Norte;50002009;08/08/2017;424580004;HILO ALGODON CRUDO 10 x  40 GR;62;-1;61; 13,99 ; 867,38 ;-13,99 ; 853,39 ;INTFZ;1; 16,23 ;agosto;2017
Casa Díaz;10219;Ferreteria del Norte;50002009;08/08/2017;424580004;HILO ALGODON CRUDO 10 x  40 GR;61;-1;60; 13,99 ; 853,39 ;-13,99 ; 839,40 ;INTFZ;1; 16,23 ;agosto;2017
Casa Díaz;10219;Ferreteria del Norte;50002001;19/08/2017;424583418;GANCHO P/CAÃ‘O ESTRUCT 40 x 100;145;-5;140; 36,74 ; 5.327,30 ;-183,70 ; 5.143,60 ;INTFZ;5; 213,09 ;agosto;2017
Casa Díaz;10219;Ferreteria del Norte;10219;01/08/2017;424582271;CADENA P/PERRO N.17 LARGO 1.70 MT;1850;-150;1700; 3,08 ; 5.698,00 ;-462,00 ; 5.236,00 ;INTFZ;150; 535,92 ;agosto;2017
Casa Díaz;10219;Ferreteria del Norte;50002006;10/08/2017;424587996;MECHA EZETA DE CENTRAR 1.25 MM;19;-1;18; 137,30 ; 2.608,70 ;-137,30 ; 2.471,40 ;INTFZ;1; 159,27 ;agosto;2017
Casa Díaz;10219;Ferreteria del Norte;50002001;19/08/2017;424583416;GANCHO P/CAÃ‘O ESTRUCT 35 x  90;83;-5;78; 74,52 ; 6.185,16 ;-372,60 ; 5.812,56 ;INTFZ;5; 432,22 ;agosto;2017
Casa Díaz;10219;Ferreteria del Norte;50002003;19/08/2017;424582556;CABO P/PALA 0.70 MT EMPUNAD PLAST;44;-1;43; 218,58 ; 9.617,52 ;-218,58 ; 9.398,94 ;INTFZ;1; 253,55 ;agosto;2017
Casa Díaz;10219;Ferreteria del Norte;50002001;19/08/2017;424582140;GANCHO P/CAÃ‘O ESTRUCT 40 x 150;152;-2;150; 5,12 ; 778,24 ;-10,24 ; 768,00 ;INTFZ;2; 11,88 ;agosto;2017
Casa Díaz;10219;Ferreteria del Norte;50002001;19/08/2017;424582146;HILO DE POLIP P/ARROLLADORA;381;-1;380; 5,28 ; 2.011,68 ;-5,28 ; 2.006,40 ;INTFZ;1; 6,12 ;agosto;2017
Casa Díaz;10219;Ferreteria del Norte;50002009;08/08/2017;424582141;MECHA EZETA WIDIA BOSCH  8 x 160 MM;509;-1;508; 43,26 ; 22.019,34 ;-43,26 ; 21.976,08 ;INTFZ;1; 50,18 ;agosto;2017
Casa Díaz;10219;Ferreteria del Norte;50002009;19/08/2017;424582141;MECHA EZETA WIDIA BOSCH  8 x 160 MM;595;-4;591; 43,26 ; 25.739,70 ;-173,04 ; 25.566,66 ;INTFZ;4; 200,73 ;agosto;2017
Casa Díaz;10219;Ferreteria del Norte;50002009;23/08/2017;424582141;MECHA EZETA WIDIA BOSCH  8 x 160 MM;498;-1;497; 43,26 ; 21.543,48 ;-43,26 ; 21.500,22 ;INTFZ;1; 50,18 ;agosto;2017
Casa Díaz;10219;Ferreteria del Norte;10219;01/08/2017;424580251;MENSULA DOBLE NEGRA  470 MM;593;-20;573; 12,03 ; 7.133,79 ;-240,60 ; 6.893,19 ;INTFZ;20; 279,10 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;31/08/2017;450925788;GRAMPA PRENSA CABLE GALV   1/4;5;-5;0; 139,73 ; 698,65 ;-698,65 ; -   ;INTFZ;5; 810,43 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;31/08/2017;450925787;GRAMPA P/CORREA N.20;10;-10;0; 135,00 ; 1.350,00 ;-1.350,00 ; -   ;INTFZ;10; 1.566,00 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002023;15/08/2017;451301275;CADENA P/PERRO N. 9 LARGO 1.40 MT;10;-10;0; 175,95 ; 1.759,50 ;-1.759,50 ; -   ;FRE3919;10; 2.041,02 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002023;01/08/2017;451301274;CADENA P/PERRO N.12 LARGO 1.40 MT;3;-2;1; 18.137,34 ; 54.412,02 ;-36.274,68 ; 18.137,34 ;fre3919;2; 42.078,63 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;09/08/2017;424566338;CAÃ‘O CONDUIT GALV   1/2 x 6.40 MT;6;-1;5; 561,50 ; 3.369,00 ;-561,50 ; 2.807,50 ;agg3513;1; 651,34 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;26/08/2017;424589764;PITON C/TOPE CERRADO BCE 23-80 x 25;99;-2;97; 302,22 ; 29.919,78 ;-604,44 ; 29.315,34 ;INTFZ;2; 701,15 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;01/08/2017;424593611;REGATON REGULABLE 3/8  BASE CHICA;33;-3;30; 1.228,51 ; 40.540,83 ;-3.685,53 ; 36.855,30 ;fre3919;3; 4.275,21 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;26/08/2017;424593611;REGATON REGULABLE 3/8  BASE CHICA;28;-4;24; 1.228,51 ; 34.398,28 ;-4.914,04 ; 29.484,24 ;fre3919;4; 5.700,29 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;10219;05/08/2017;500000642;MACHO URANGA A/ALEADO M 10 x 1.25;48;-48;0; 7,14 ; 342,72 ;-342,72 ; -   ;INTFZ;48; 397,56 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;10219;26/08/2017;500000642;MACHO URANGA A/ALEADO M 10 x 1.25;264;-24;240; 7,14 ; 1.884,96 ;-171,36 ; 1.713,60 ;INTFZ;24; 198,78 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;01/08/2017;424595752;PICO GHERARDI PTA-PALA  75 MM;17449;-450;16999; 1,97 ; 34.374,53 ;-886,50 ; 33.488,03 ;fre3919;450; 1.028,34 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;10219;05/08/2017;500000643;MACHO URANGA A/ALEADO M 12 x 1.00;48;-48;0; 7,14 ; 342,72 ;-342,72 ; -   ;INTFZ;48; 397,56 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;10219;26/08/2017;500000643;MACHO URANGA A/ALEADO M 12 x 1.00;288;-24;264; 7,14 ; 2.056,32 ;-171,36 ; 1.884,96 ;INTFZ;24; 198,78 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;05/08/2017;450821758;GRAMPA P/CORREA N.15;1;-1;0; 64,17 ; 64,17 ;-64,17 ; -   ;ICL7115;1; 74,44 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;01/08/2017;424588529;TENDEDERO EXTENS 9 V  45 CM;1104;-24;1080; 1,66 ; 1.832,64 ;-39,84 ; 1.792,80 ;fre3919;24; 46,21 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;05/08/2017;424588529;TENDEDERO EXTENS 9 V  45 CM;1032;-24;1008; 1,66 ; 1.713,12 ;-39,84 ; 1.673,28 ;ICL7115;24; 46,21 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;14/08/2017;424588529;TENDEDERO EXTENS 9 V  45 CM;864;-48;816; 1,66 ; 1.434,24 ;-79,68 ; 1.354,56 ;ICL7115;48; 92,43 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;09/08/2017;424595752;PICO GHERARDI PTA-PALA  75 MM;12099;-100;11999; 1,97 ; 23.835,03 ;-197,00 ; 23.638,03 ;agg3513;100; 228,52 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;26/08/2017;450821758;GRAMPA P/CORREA N.15;3;-3;0; 64,17 ; 192,51 ;-192,51 ; -   ;ICL7115;3; 223,31 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;26/08/2017;424588529;TENDEDERO EXTENS 9 V  45 CM;648;-48;600; 1,66 ; 1.075,68 ;-79,68 ; 996,00 ;ICL7115;48; 92,43 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;26/08/2017;424588529;TENDEDERO EXTENS 9 V  45 CM;600;-24;576; 1,66 ; 996,00 ;-39,84 ; 956,16 ;fre3919;24; 46,21 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;14/08/2017;424595752;PICO GHERARDI PTA-PALA  75 MM;9099;-200;8899; 1,97 ; 17.925,03 ;-394,00 ; 17.531,03 ;agg3513;200; 457,04 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;15/08/2017;424595752;PICO GHERARDI PTA-PALA  75 MM;8749;-200;8549; 1,97 ; 17.235,53 ;-394,00 ; 16.841,53 ;FRE3919;200; 457,04 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;23/08/2017;424595752;PICO GHERARDI PTA-PALA  75 MM;11849;-300;11549; 1,97 ; 23.342,53 ;-591,00 ; 22.751,53 ;agg3513;300; 685,56 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;26/08/2017;424595752;PICO GHERARDI PTA-PALA  75 MM;8199;-450;7749; 1,97 ; 16.152,03 ;-886,50 ; 15.265,53 ;fre3919;450; 1.028,34 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;10219;05/08/2017;500001052;MECHA MAX PLANA P/MAD 1  1/8;24;-24;0; 5,51 ; 132,24 ;-132,24 ; -   ;INTFZ;24; 153,40 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;10219;05/08/2017;500000962;MECHA MAX PLANA P/MAD 1  1/2;24;-24;0; 5,51 ; 132,24 ;-132,24 ; -   ;INTFZ;24; 153,40 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;14/08/2017;500000962;MECHA MAX PLANA P/MAD 1  1/2;24;-12;12; 5,51 ; 132,24 ;-66,12 ; 66,12 ;ICL7115;12; 76,70 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;10219;26/08/2017;500000963;MECHA MAX PLANA P/MAD 1  3/8;96;-12;84; 5,51 ; 528,96 ;-66,12 ; 462,84 ;INTFZ;12; 76,70 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;22/08/2017;424590524;MECHA EZETA CILIND TITANIO 11.50 MM;2;-1;1; 8.244,03 ; 16.488,06 ;-8.244,03 ; 8.244,03 ;FRE3919;1; 9.563,07 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;31/08/2017;500000963;MECHA MAX PLANA P/MAD 1  3/8;48;-24;24; 5,51 ; 264,48 ;-132,24 ; 132,24 ;ICL7115;24; 153,40 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002008;26/08/2017;424582032;LIJA AA GOLD 24K  G.100;25;-2;23; 58,92 ; 1.473,00 ;-117,84 ; 1.355,16 ;INTFZ;2; 136,69 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;05/08/2017;422501878;CADENA P/PERRO N.18 LARGO 1.40 MT;1;-1;0; 215,28 ; 215,28 ;-215,28 ; -   ;ICL7115;1; 249,72 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;10219;05/08/2017;500000961;MECHA MAX PLANA P/MAD    5/8;24;-24;0; 5,51 ; 132,24 ;-132,24 ; -   ;INTFZ;24; 153,40 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;26/08/2017;422501878;CADENA P/PERRO N.18 LARGO 1.40 MT;1;-1;0; 215,28 ; 215,28 ;-215,28 ; -   ;ICL7115;1; 249,72 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;14/08/2017;500000961;MECHA MAX PLANA P/MAD    5/8;24;-12;12; 5,51 ; 132,24 ;-66,12 ; 66,12 ;ICL7115;12; 76,70 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;01/08/2017;424574235;MECHA EZETA CILIND TITANIO  9.50 MM;2;-1;1; 294,87 ; 589,74 ;-294,87 ; 294,87 ;fre3919;1; 342,05 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;15/08/2017;424574235;MECHA EZETA CILIND TITANIO  9.50 MM;7;-1;6; 294,87 ; 2.064,09 ;-294,87 ; 1.769,22 ;FRE3919;1; 342,05 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;01/08/2017;424560209;MECHA EZETA WIDIA CORTA 20 MM;105;-5;100; 13,33 ; 1.399,65 ;-66,65 ; 1.333,00 ;fre3919;5; 77,31 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;09/08/2017;424560209;MECHA EZETA WIDIA CORTA 20 MM;100;-5;95; 13,33 ; 1.333,00 ;-66,65 ; 1.266,35 ;agg3513;5; 77,31 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;01/08/2017;424580487;MECHA EZETA WIDIA CORTA 18 MM;2;-1;1; 714,15 ; 1.428,30 ;-714,15 ; 714,15 ;fre3919;1; 828,41 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;01/08/2017;424590525;MECHA EZETA WIDIA LARGA 200 10 MM;5;-1;4; 2.908,89 ; 14.544,45 ;-2.908,89 ; 11.635,56 ;fre3919;1; 3.374,31 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;09/08/2017;424590525;MECHA EZETA WIDIA LARGA 200 10 MM;4;-1;3; 2.908,89 ; 11.635,56 ;-2.908,89 ; 8.726,67 ;agg3513;1; 3.374,31 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;26/08/2017;424582109;TELA M/SOMBRA  50 MT NEGR-VERDE 80%;1;-1;0; 488,00 ; 488,00 ;-488,00 ; -   ;ICL7115;1; 566,08 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;05/08/2017;424582122;TELA M/SOMBRA  50 MT AZUL -BLAN 80%;1;-1;0; 17,60 ; 17,60 ;-17,60 ; -   ;ICL7115;1; 20,42 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;01/08/2017;424592811;CADENA P/PERRO N.13 LARGO 1.40 MT;336;-2;334; 51,75 ; 17.388,00 ;-103,50 ; 17.284,50 ;fre3919;2; 120,06 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;09/08/2017;424592811;CADENA P/PERRO N.13 LARGO 1.40 MT;247;-2;245; 51,75 ; 12.782,25 ;-103,50 ; 12.678,75 ;agg3513;2; 120,06 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;22/08/2017;424592811;CADENA P/PERRO N.13 LARGO 1.40 MT;196;-2;194; 51,75 ; 10.143,00 ;-103,50 ; 10.039,50 ;FRE3919;2; 120,06 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;01/08/2017;424590530;MECHA EZETA WIDIA LARGA 400 22 MM;12;-1;11; 3.130,55 ; 37.566,60 ;-3.130,55 ; 34.436,05 ;fre3919;1; 3.631,44 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;15/08/2017;424590530;MECHA EZETA WIDIA LARGA 400 22 MM;10;-1;9; 3.130,55 ; 31.305,50 ;-3.130,55 ; 28.174,95 ;FRE3919;1; 3.631,44 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;22/08/2017;424590530;MECHA EZETA WIDIA LARGA 400 22 MM;9;-1;8; 3.130,55 ; 28.174,95 ;-3.130,55 ; 25.044,40 ;FRE3919;1; 3.631,44 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;26/08/2017;424590530;MECHA EZETA WIDIA LARGA 400 22 MM;7;-1;6; 3.130,55 ; 21.913,85 ;-3.130,55 ; 18.783,30 ;fre3919;1; 3.631,44 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;01/08/2017;424573107;MECHA EZETA WIDIA LARGA 400 10 MM;177;-10;167; 105,49 ; 18.671,73 ;-1.054,90 ; 17.616,83 ;fre3919;10; 1.223,68 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;15/08/2017;424573107;MECHA EZETA WIDIA LARGA 400 10 MM;247;-10;237; 105,49 ; 26.056,03 ;-1.054,90 ; 25.001,13 ;agg3513;10; 1.223,68 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;26/08/2017;424573107;MECHA EZETA WIDIA LARGA 400 10 MM;176;-10;166; 105,49 ; 18.566,24 ;-1.054,90 ; 17.511,34 ;fre3919;10; 1.223,68 ;agosto;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;01/08/2017;424560208;MECHA EZETA DOBLE PUNTA 3.75 MM;375;-5;370; 9,94 ; 3.727,50 ;-49,70 ; 3.677,80 ;fre3919;5; 57,65 ;agosto;2017
