Cliente;Entidad;Destino;Cuenta;Fecha;Artículo;Descripción;Inicio;Cantidad;Nueva;Costo;Anterior2;Cantidad3;Nueva4;Usuario;Cantidad Final;Precio;Mes ;Año
Tienda Orizaba;10231;Centro de Distribución Monterrey;50002008;12/07/2017;450812451;MECHA EZETA COLA CONICA 42.25 MM;312;-2;310; 39,33 ; 12.270,96 ;-78,66 ; 12.192,30 ;INTFZ;2; 91,25 ;julio;2017
Tienda Orizaba;10231;Centro de Distribución Monterrey;50002008;18/07/2017;450812451;MECHA EZETA COLA CONICA 42.25 MM;260;-1;259; 39,33 ; 10.225,80 ;-39,33 ; 10.186,47 ;INTFZ;1; 45,62 ;julio;2017
Tienda Orizaba;10231;Centro de Distribución Monterrey;50002008;20/07/2017;450812451;MECHA EZETA COLA CONICA 42.25 MM;286;-1;285; 39,33 ; 11.248,38 ;-39,33 ; 11.209,05 ;INTFZ;1; 45,62 ;julio;2017
Tienda Orizaba;10231;Centro de Distribución Monterrey;50002008;25/07/2017;450812451;MECHA EZETA COLA CONICA 42.25 MM;245;-2;243; 39,33 ; 9.635,85 ;-78,66 ; 9.557,19 ;INTFZ;2; 91,25 ;julio;2017
Casa Díaz;10237;Distribuidora Márquez;50002009;20/07/2017;424580004;HILO ALGODON CRUDO 10 x  40 GR;38;-2;36; 13,99 ; 531,62 ;-27,98 ; 503,64 ;INTFZ;2; 32,46 ;julio;2017
Casa Díaz;10237;Distribuidora Márquez;50002009;31/07/2017;424580004;HILO ALGODON CRUDO 10 x  40 GR;6;-2;4; 13,99 ; 83,94 ;-27,98 ; 55,96 ;INTFZ;2; 32,46 ;julio;2017
Casa Díaz;10237;Distribuidora Márquez;50002006;04/07/2017;424587996;MECHA EZETA DE CENTRAR 1.25 MM;26;-1;25; 137,30 ; 3.569,80 ;-137,30 ; 3.432,50 ;INTFZ;1; 159,27 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002007;31/07/2017;450701238;GANCHO ESTIRA TEJ GALV 3/8  x  8;3;-1;2; 1.654,97 ; 4.964,91 ;-1.654,97 ; 3.309,94 ;INTFZ;1; 1.919,77 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;09/07/2017;424595752;PICO GHERARDI PTA-PALA  75 MM;37050;-600;36450; 1,97 ; 72.988,50 ;-1.182,00 ; 71.806,50 ;TBS4081;600; 1.371,12 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;07/07/2017;424500809;MECHA EZETA COLA CONICA 54.00 MM;35;-35;0; 226,04 ; 7.911,40 ;-7.911,40 ; -   ;nmv5155;35; 9.177,22 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;31/07/2017;424500809;MECHA EZETA COLA CONICA 54.00 MM;2;-2;0; 226,04 ; 452,08 ;-452,08 ; -   ;RBR5929;2; 524,41 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;06/07/2017;424593611;REGATON REGULABLE 3/8  BASE CHICA;33;-4;29; 1.228,51 ; 40.540,83 ;-4.914,04 ; 35.626,79 ;TBS4081;4; 5.700,29 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;29/07/2017;424593611;REGATON REGULABLE 3/8  BASE CHICA;33;-2;31; 1.228,51 ; 40.540,83 ;-2.457,02 ; 38.083,81 ;TBS4081;2; 2.850,14 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;08/07/2017;424564983;MECHA MAX PLANA P/MAD   15/16;11;-2;9; 315,68 ; 3.472,48 ;-631,36 ; 2.841,12 ;TBS4081;2; 732,38 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;22/07/2017;424595752;PICO GHERARDI PTA-PALA  75 MM;25300;-600;24700; 1,97 ; 49.841,00 ;-1.182,00 ; 48.659,00 ;TBS4081;600; 1.371,12 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;21/07/2017;424573395;MECHA MAX PLANA P/MAD    3/4;3;-1;2; 1.827,27 ; 5.481,81 ;-1.827,27 ; 3.654,54 ;TBS4081;1; 2.119,63 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;09/07/2017;500000642;MACHO URANGA A/ALEADO M 10 x 1.25;24;-24;0; 7,14 ; 171,36 ;-171,36 ; -   ;TBS4081;24; 198,78 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002001;05/07/2017;450821758;GRAMPA P/CORREA N.15;2;-2;0; 64,17 ; 128,34 ;-128,34 ; -   ;TBS4081;2; 148,87 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002001;18/07/2017;450821758;GRAMPA P/CORREA N.15;2;-2;0; 64,17 ; 128,34 ;-128,34 ; -   ;RBR5929;2; 148,87 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002008;02/07/2017;450805436;MECHA NEIKE WIDIA CORTA 12 MM;3;-1;2; 870,95 ; 2.612,85 ;-870,95 ; 1.741,90 ;tbs4081;1; 1.010,30 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;08/07/2017;424501096;MECHA MAX PLANA P/MAD   13/16;180;-15;165; 20,06 ; 3.610,80 ;-300,90 ; 3.309,90 ;TBS4081;15; 349,04 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;15/07/2017;424501096;MECHA MAX PLANA P/MAD   13/16;115;-15;100; 20,06 ; 2.306,90 ;-300,90 ; 2.006,00 ;TBS4081;15; 349,04 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002002;02/07/2017;424580058;MECHA EZETA JUEGO A/R Y WIDIA x 9 U;15;-5;10; 58,56 ; 878,40 ;-292,80 ; 585,60 ;tbs4081;5; 339,65 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002001;27/07/2017;424582109;TELA M/SOMBRA  50 MT NEGR-VERDE 80%;1;-1;0; 488,00 ; 488,00 ;-488,00 ; -   ;RBR5929;1; 566,08 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002003;29/07/2017;424582608;MECHA EZETA WIDIA LARGA 400  6 MM;2;-2;0; 110,90 ; 221,80 ;-221,80 ; -   ;TBS4081;2; 257,29 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;03/07/2017;424592811;CADENA P/PERRO N.13 LARGO 1.40 MT;529;-2;527; 51,75 ; 27.375,75 ;-103,50 ; 27.272,25 ;INTFZ;2; 120,06 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002009;05/07/2017;424582122;TELA M/SOMBRA  50 MT AZUL -BLAN 80%;2;-2;0; 17,60 ; 35,20 ;-35,20 ; -   ;TBS4081;2; 40,83 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002009;18/07/2017;424582122;TELA M/SOMBRA  50 MT AZUL -BLAN 80%;1;-1;0; 17,60 ; 17,60 ;-17,60 ; -   ;RBR5929;1; 20,42 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002001;05/07/2017;424583420;TELA M/SOMBRA 100 MT GRIS       90%;1;-1;0; 227,70 ; 227,70 ;-227,70 ; -   ;TBS4081;1; 264,13 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002009;17/07/2017;424582142;MECHA EZETA WIDIA LARGA 400 13 MM;5;-5;0; 9,32 ; 46,60 ;-46,60 ; -   ;TBS4081;5; 54,06 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002009;20/07/2017;424582142;MECHA EZETA WIDIA LARGA 400 13 MM;6;-6;0; 9,32 ; 55,92 ;-55,92 ; -   ;TBS4081;6; 64,87 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;02/07/2017;424588919;RIEGO KIT MANGUERA 1/2 x 25 MTS;244;-4;240; 255,74 ; 62.400,56 ;-1.022,96 ; 61.377,60 ;tbs4081;4; 1.186,63 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;08/07/2017;424501094;TELA M/SOMBRA 100 MT NEGR-VERDE 80%;15;-15;0; 6,73 ; 100,95 ;-100,95 ; -   ;TBS4081;15; 117,10 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;15/07/2017;424501094;TELA M/SOMBRA 100 MT NEGR-VERDE 80%;15;-15;0; 6,73 ; 100,95 ;-100,95 ; -   ;TBS4081;15; 117,10 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;20/07/2017;424588919;RIEGO KIT MANGUERA 1/2 x 25 MTS;153;-6;147; 255,74 ; 39.128,22 ;-1.534,44 ; 37.593,78 ;TBS4081;6; 1.779,95 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;02/07/2017;424570095;HILO CHORICERO 10 x 100 GR;72;-2;70; 621,00 ; 44.712,00 ;-1.242,00 ; 43.470,00 ;tbs4081;2; 1.440,72 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;12/07/2017;424570095;HILO CHORICERO 10 x 100 GR;55;-4;51; 621,00 ; 34.155,00 ;-2.484,00 ; 31.671,00 ;TBS4081;4; 2.881,44 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;02/07/2017;424592740;CADENA P/PERRO N.13 LARGO 1.70 MT;319;-3;316; 51,75 ; 16.508,25 ;-155,25 ; 16.353,00 ;tbs4081;3; 180,09 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;08/07/2017;424592740;CADENA P/PERRO N.13 LARGO 1.70 MT;301;-5;296; 51,75 ; 15.576,75 ;-258,75 ; 15.318,00 ;TBS4081;5; 300,15 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;15/07/2017;424592740;CADENA P/PERRO N.13 LARGO 1.70 MT;234;-4;230; 51,75 ; 12.109,50 ;-207,00 ; 11.902,50 ;TBS4081;4; 240,12 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;22/07/2017;424592740;CADENA P/PERRO N.13 LARGO 1.70 MT;209;-5;204; 51,75 ; 10.815,75 ;-258,75 ; 10.557,00 ;TBS4081;5; 300,15 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002009;05/07/2017;424599732;ARCO SIERRA CARNICERO C/HOJA 520 MM;1;-1;0; 1.014,30 ; 1.014,30 ;-1.014,30 ; -   ;TBS4081;1; 1.176,59 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002009;17/07/2017;424599732;ARCO SIERRA CARNICERO C/HOJA 520 MM;1;-1;0; 1.014,30 ; 1.014,30 ;-1.014,30 ; -   ;TBS4081;1; 1.176,59 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002001;05/07/2017;424582124;BALDE PLAST PICO VERT 10 LT BLANCO;2;-2;0; 15,32 ; 30,64 ;-30,64 ; -   ;TBS4081;2; 35,54 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002001;18/07/2017;424582124;BALDE PLAST PICO VERT 10 LT BLANCO;1;-1;0; 15,32 ; 15,32 ;-15,32 ; -   ;RBR5929;1; 17,77 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002003;02/07/2017;424590120;ARCO SIERRA CARNICERO C/HOJA 620 MM;2;-2;0; 35,46 ; 70,92 ;-70,92 ; -   ;tbs4081;2; 82,27 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002001;05/07/2017;424582123;GANCHO P/CAÃ‘O ESTRUCT 25 x  80;2;-2;0; 15,32 ; 30,64 ;-30,64 ; -   ;TBS4081;2; 35,54 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002001;18/07/2017;424582123;GANCHO P/CAÃ‘O ESTRUCT 25 x  80;1;-1;0; 15,32 ; 15,32 ;-15,32 ; -   ;RBR5929;1; 17,77 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;02/07/2017;424572731;MECHA NEIKE WIDIA LARGA 400 14 MM;1099;-6;1093; 0,49 ; 538,51 ;-2,94 ; 535,57 ;tbs4081;6; 3,41 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002009;18/07/2017;450904903;GANCHO P/CAÃ‘O ESTRUCT 25 x  70;1;-1;0; 94,19 ; 94,19 ;-94,19 ; -   ;RBR5929;1; 109,26 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002009;27/07/2017;450904903;GANCHO P/CAÃ‘O ESTRUCT 25 x  70;1;-1;0; 94,19 ; 94,19 ;-94,19 ; -   ;RBR5929;1; 109,26 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;51303079;05/07/2017;424582668;GANCHO P/CAÃ‘O ESTRUCT 30 x 100;50;-50;0; 3,72 ; 186,00 ;-186,00 ; -   ;TBS4081;50; 215,76 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;51303079;12/07/2017;424582668;GANCHO P/CAÃ‘O ESTRUCT 30 x 100;50;-50;0; 3,72 ; 186,00 ;-186,00 ; -   ;TBS4081;50; 215,76 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;51303079;17/07/2017;424582668;GANCHO P/CAÃ‘O ESTRUCT 30 x 100;50;-50;0; 3,72 ; 186,00 ;-186,00 ; -   ;TBS4081;50; 215,76 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;51303079;29/07/2017;424582668;GANCHO P/CAÃ‘O ESTRUCT 30 x 100;50;-50;0; 3,72 ; 186,00 ;-186,00 ; -   ;TBS4081;50; 215,76 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002006;23/07/2017;424587996;MECHA EZETA DE CENTRAR 1.25 MM;1;-1;0; 137,30 ; 137,30 ;-137,30 ; -   ;TBS4081;1; 159,27 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002003;08/07/2017;424582617;GANCHO P/CAÃ‘O ESTRUCT 35 x 120;4;-4;0; 91,20 ; 364,80 ;-364,80 ; -   ;TBS4081;4; 423,17 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002001;02/07/2017;424582130;GANCHO P/CAÃ‘O ESTRUCT 35 x 100;2;-2;0; 49,34 ; 98,68 ;-98,68 ; -   ;tbs4081;2; 114,47 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;27/07/2017;424560832;CUCHARA GHERARDI FORJ N. 9;53;-6;47; 30,24 ; 1.602,72 ;-181,44 ; 1.421,28 ;TBS4081;6; 210,47 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002001;05/07/2017;424583416;GANCHO P/CAÃ‘O ESTRUCT 35 x  90;5;-5;0; 74,52 ; 372,60 ;-372,60 ; -   ;TBS4081;5; 432,22 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002001;09/07/2017;424583416;GANCHO P/CAÃ‘O ESTRUCT 35 x  90;10;-10;0; 74,52 ; 745,20 ;-745,20 ; -   ;TBS4081;10; 864,43 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002001;18/07/2017;424583416;GANCHO P/CAÃ‘O ESTRUCT 35 x  90;6;-6;0; 74,52 ; 447,12 ;-447,12 ; -   ;RBR5929;6; 518,66 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002001;27/07/2017;424583416;GANCHO P/CAÃ‘O ESTRUCT 35 x  90;6;-6;0; 74,52 ; 447,12 ;-447,12 ; -   ;RBR5929;6; 518,66 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;02/07/2017;424560094;MECHA EZETA DE CENTRAR 5.00 MM;218;-2;216; 55,61 ; 12.122,98 ;-111,22 ; 12.011,76 ;tbs4081;2; 129,02 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;22/07/2017;424560094;MECHA EZETA DE CENTRAR 5.00 MM;177;-2;175; 55,61 ; 9.842,97 ;-111,22 ; 9.731,75 ;TBS4081;2; 129,02 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002006;08/07/2017;424580972;MECHA EZETA MULTIMATERIAL  8 MM;20;-5;15; 162,58 ; 3.251,60 ;-812,90 ; 2.438,70 ;TBS4081;5; 942,96 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;08/07/2017;424580029;MECHA EZETA MULTIMATERIAL  5 MM;124;-1;123; 120,39 ; 14.928,36 ;-120,39 ; 14.807,97 ;TBS4081;1; 139,65 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;08/07/2017;424564980;MECHA EZETA WIDIA BOSCH  5 x 110 MM;1;-1;0; 1.684,46 ; 1.684,46 ;-1.684,46 ; -   ;TBS4081;1; 1.953,97 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;29/07/2017;424564980;MECHA EZETA WIDIA BOSCH  5 x 110 MM;1;-1;0; 1.684,46 ; 1.684,46 ;-1.684,46 ; -   ;TBS4081;1; 1.953,97 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;02/07/2017;424560004;MECHA EZETA WIDIA BOSCH  6 x 110 MM;476;-15;461; 112,40 ; 53.502,40 ;-1.686,00 ; 51.816,40 ;tbs4081;15; 1.955,76 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;08/07/2017;424560004;MECHA EZETA WIDIA BOSCH  6 x 110 MM;444;-15;429; 112,40 ; 49.905,60 ;-1.686,00 ; 48.219,60 ;TBS4081;15; 1.955,76 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;12/07/2017;424560004;MECHA EZETA WIDIA BOSCH  6 x 110 MM;396;-15;381; 112,40 ; 44.510,40 ;-1.686,00 ; 42.824,40 ;TBS4081;15; 1.955,76 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;20/07/2017;424560004;MECHA EZETA WIDIA BOSCH  6 x 110 MM;344;-15;329; 112,40 ; 38.665,60 ;-1.686,00 ; 36.979,60 ;TBS4081;15; 1.955,76 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;30/07/2017;424560004;MECHA EZETA WIDIA BOSCH  6 x 110 MM;265;-15;250; 112,40 ; 29.786,00 ;-1.686,00 ; 28.100,00 ;TBS4081;15; 1.955,76 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;02/07/2017;424592810;MECHA EZETA WIDIA LARGA 200 12 MM;2429;-4;2425; 53,82 ; 130.728,78 ;-215,28 ; 130.513,50 ;tbs4081;4; 249,72 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;08/07/2017;424592810;MECHA EZETA WIDIA LARGA 200 12 MM;2058;-5;2053; 53,82 ; 110.761,56 ;-269,10 ; 110.492,46 ;TBS4081;5; 312,16 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;15/07/2017;424592810;MECHA EZETA WIDIA LARGA 200 12 MM;1591;-4;1587; 53,82 ; 85.627,62 ;-215,28 ; 85.412,34 ;TBS4081;4; 249,72 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;20/07/2017;424592810;MECHA EZETA WIDIA LARGA 200 12 MM;1289;-5;1284; 53,82 ; 69.373,98 ;-269,10 ; 69.104,88 ;TBS4081;5; 312,16 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;22/07/2017;424592810;MECHA EZETA WIDIA LARGA 200 12 MM;1165;-5;1160; 53,82 ; 62.700,30 ;-269,10 ; 62.431,20 ;TBS4081;5; 312,16 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;29/07/2017;424592810;MECHA EZETA WIDIA LARGA 200 12 MM;1845;-8;1837; 53,82 ; 99.297,90 ;-430,56 ; 98.867,34 ;TBS4081;8; 499,45 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;02/07/2017;424580074;BIS T/MUNICION C/AGUJ PUL   75x75;576;-5;571; 45,54 ; 26.231,04 ;-227,70 ; 26.003,34 ;tbs4081;5; 264,13 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;05/07/2017;424580074;BIS T/MUNICION C/AGUJ PUL   75x75;539;-6;533; 45,54 ; 24.546,06 ;-273,24 ; 24.272,82 ;TBS4081;6; 316,96 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;15/07/2017;424580074;BIS T/MUNICION C/AGUJ PUL   75x75;454;-6;448; 45,54 ; 20.675,16 ;-273,24 ; 20.401,92 ;TBS4081;6; 316,96 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;20/07/2017;424580074;BIS T/MUNICION C/AGUJ PUL   75x75;425;-5;420; 45,54 ; 19.354,50 ;-227,70 ; 19.126,80 ;TBS4081;5; 264,13 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002001;18/07/2017;424582140;GANCHO P/CAÃ‘O ESTRUCT 40 x 150;4;-4;0; 5,12 ; 20,48 ;-20,48 ; -   ;RBR5929;4; 23,76 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002001;27/07/2017;424582140;GANCHO P/CAÃ‘O ESTRUCT 40 x 150;2;-2;0; 5,12 ; 10,24 ;-10,24 ; -   ;RBR5929;2; 11,88 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;12/07/2017;424561014;GANCHO P/CAÃ‘O ESTRUCT 50 x 100;4;-4;0; 47,88 ; 191,52 ;-191,52 ; -   ;TBS4081;4; 222,16 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;15/07/2017;424561014;GANCHO P/CAÃ‘O ESTRUCT 50 x 100;1;-1;0; 47,88 ; 47,88 ;-47,88 ; -   ;TBS4081;1; 55,54 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;02/07/2017;424560095;MECHA EZETA WIDIA BOSCH  6 x 160 MM;348;-2;346; 95,61 ; 33.272,28 ;-191,22 ; 33.081,06 ;tbs4081;2; 221,82 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;05/07/2017;424560095;MECHA EZETA WIDIA BOSCH  6 x 160 MM;330;-4;326; 95,61 ; 31.551,30 ;-382,44 ; 31.168,86 ;TBS4081;4; 443,63 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;12/07/2017;424560095;MECHA EZETA WIDIA BOSCH  6 x 160 MM;290;-4;286; 95,61 ; 27.726,90 ;-382,44 ; 27.344,46 ;TBS4081;4; 443,63 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;22/07/2017;424560095;MECHA EZETA WIDIA BOSCH  6 x 160 MM;234;-2;232; 95,61 ; 22.372,74 ;-191,22 ; 22.181,52 ;TBS4081;2; 221,82 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;29/07/2017;424560095;MECHA EZETA WIDIA BOSCH  6 x 160 MM;346;-5;341; 95,61 ; 33.081,06 ;-478,05 ; 32.603,01 ;TBS4081;5; 554,54 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;02/07/2017;424560055;MECHA EZETA WIDIA BOSCH  8 x 110 MM;150;-150;0; 8,71 ; 1.306,50 ;-1.306,50 ; -   ;tbs4081;150; 1.515,54 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;05/07/2017;424560055;MECHA EZETA WIDIA BOSCH  8 x 110 MM;2910;-150;2760; 8,71 ; 25.346,10 ;-1.306,50 ; 24.039,60 ;TBS4081;150; 1.515,54 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;22/07/2017;424560055;MECHA EZETA WIDIA BOSCH  8 x 110 MM;1679;-150;1529; 8,71 ; 14.624,09 ;-1.306,50 ; 13.317,59 ;TBS4081;150; 1.515,54 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;29/07/2017;424560055;MECHA EZETA WIDIA BOSCH  8 x 110 MM;779;-150;629; 8,71 ; 6.785,09 ;-1.306,50 ; 5.478,59 ;TBS4081;150; 1.515,54 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;02/07/2017;424574018;BIS T/MUNICION C/AGUJ CINC 100x75;2;-2;0; 48,04 ; 96,08 ;-96,08 ; -   ;tbs4081;2; 111,45 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;05/07/2017;424574018;BIS T/MUNICION C/AGUJ CINC 100x75;392;-5;387; 48,04 ; 18.831,68 ;-240,20 ; 18.591,48 ;TBS4081;5; 278,63 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;12/07/2017;424574018;BIS T/MUNICION C/AGUJ CINC 100x75;272;-4;268; 48,04 ; 13.066,88 ;-192,16 ; 12.874,72 ;TBS4081;4; 222,91 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002003;17/07/2017;424582600;GANCHO P/CAÃ‘O ESTRUCT 50 x 150;2;-2;0; 30,50 ; 61,00 ;-61,00 ; -   ;TBS4081;2; 70,76 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;05/07/2017;424560076;SOGA TRENZ P/MOTOR EXPL 3.00 MM;5;-5;0; 24,96 ; 124,80 ;-124,80 ; -   ;TBS4081;5; 144,77 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;08/07/2017;424560076;SOGA TRENZ P/MOTOR EXPL 3.00 MM;4;-4;0; 24,96 ; 99,84 ;-99,84 ; -   ;TBS4081;4; 115,81 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;12/07/2017;424560076;SOGA TRENZ P/MOTOR EXPL 3.00 MM;4;-4;0; 24,96 ; 99,84 ;-99,84 ; -   ;TBS4081;4; 115,81 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;15/07/2017;424560076;SOGA TRENZ P/MOTOR EXPL 3.00 MM;2;-2;0; 24,96 ; 49,92 ;-49,92 ; -   ;TBS4081;2; 57,91 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002001;05/07/2017;424582146;HILO DE POLIP P/ARROLLADORA;5;-5;0; 5,28 ; 26,40 ;-26,40 ; -   ;TBS4081;5; 30,62 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002001;09/07/2017;424582146;HILO DE POLIP P/ARROLLADORA;8;-8;0; 5,28 ; 42,24 ;-42,24 ; -   ;TBS4081;8; 49,00 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002001;18/07/2017;424582146;HILO DE POLIP P/ARROLLADORA;6;-6;0; 5,28 ; 31,68 ;-31,68 ; -   ;RBR5929;6; 36,75 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002001;27/07/2017;424582146;HILO DE POLIP P/ARROLLADORA;2;-2;0; 5,28 ; 10,56 ;-10,56 ; -   ;RBR5929;2; 12,25 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002008;02/07/2017;424582029;MECHA EZETA WIDIA BOSCH  8 x 210 MM;220;-2;218; 34,67 ; 7.627,40 ;-69,34 ; 7.558,06 ;tbs4081;2; 80,43 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002008;23/07/2017;424582029;MECHA EZETA WIDIA BOSCH  8 x 210 MM;194;-12;182; 34,67 ; 6.725,98 ;-416,04 ; 6.309,94 ;TBS4081;12; 482,61 ;julio;2017
Hermanos Ruiz;10237;Distribuidora Márquez;50002005;02/07/2017;424564935;MECHA EZETA WIDIA BOSCH 10 x 110 MM;387;-1;386; 20,07 ; 7.767,09 ;-20,07 ; 7.747,02 ;tbs4081;1; 23,28 ;julio;2017
